,kh,xb,rhsc,nl,jf,xfsp,gwspph,jjph,xfpc
260,390f3d0b,女,1413,34,8080.0,8080.0,"['阿玛尼GIORGIO ARMANI', ""科颜氏(Kiehl's)"", '芝宝/派克']",夏季,10
261,5ad626d0,女,1136,27,18166.0,21008.0,"['迪奥柜', '娇兰柜', '圣罗兰柜']",春季,9
262,99b6801d,男,73,29,798.0,798.0,['潘多拉(PANDORA)'],秋季,1
263,e86e47cd,女,3176,34,1925.0,1925.0,"['贺曼柜(孕婴)', 'Embry Form(4F)', 'GORNIA柜']",冬季,3
264,2b33ab06,女,370,33,380.0,380.0,['CLINIQUE'],冬季,1
265,5c1fd040,女,1533,53,38684.0,38683.810000000005,"['P-PLUS 柜', ""科颜氏(Kiehl's)"", 'COACH 柜']",夏季,6
266,afbcd66c,女,976,41,3302.0,6780.0,"['AUPRES', 'VME柜', '周大福柜']",冬季,2
267,8c5f125b,女,3114,48,103288.0,119708.56,"['LIU JO 柜', '23区', '莱尔斯丹（新）']",春季,49
268,c5932cb6,女,782,44,58058.0,85873.06000000001,"['V-GRASS柜', 'OXETTE柜']",夏季,24
269,4e0a7452,女,968,52,1385.0,12370.0,"['周大福柜', '雅诗兰黛ESTEE LAUDER']",冬季,2
270,7e504c5f,女,5499,44,3248.0,3978.0,['KODICE 柜'],冬季,1
271,e2b023ff,女,476,48,3911.0,17791.3,['BUOU BUOU'],春季,8
272,aea9f584,女,3626,41,257.0,257.4,['Aimer'],秋季,1
273,86f75e26,女,3166,54,8912.0,9108.8,"['PAW IN PAW BABY', '思加图柜', 'YARLOKS（女鞋)']",冬季,6
274,a9fe5039,女,538,29,4685.0,23424.0,['谢瑞麟柜'],夏季,1
275,ec096ea4,女,340,38,28437.0,28437.0,"['莱珀妮 柜', '兰蔻柜', 'MARJA KURKI']",冬季,6
276,d08a1bc3,女,3118,39,4983.0,4983.0,"['Shu Uemura', '阿玛尼GIORGIO ARMANI', 'wacoal柜']",夏季,4
277,035a7288,女,539,44,190.0,4125.0,['LANCOME'],秋季,2
278,4adc9b2a,女,2329,67,898.0,898.0,['都彭 傲仕 柜'],春季,1
279,e1ab1146,女,979,39,1420.0,1420.0,['兰蔻(LANCOME)'],夏季,1
280,29d77c93,女,2196,34,3290.0,3881.5,"['OHUI/后', 'Shu Uemura']",冬季,2
281,f6edd11c,女,2746,46,4311.0,4310.9,"['AD KIDS', 'N.PAIA', '膳魔师柜']",秋季,3
282,ee13b01c,女,672,48,21283.0,28758.6,"['雅氏 柜', '素然柜', 'Shu Uemura']",冬季,16
283,e77434a6,男,1245,26,940.0,1228.0,"['Dior', '香奈儿柜']",夏季,3
284,4df60209,女,796,49,23935.0,23935.0,"['DKNY 柜', 'MAX&CO柜', 'jeep童装']",夏季,8
285,a0ef8921,女,2425,51,11495.0,11495.0,"['INSUN', 'DOHO柜', '欧舒丹柜']",春季,4
286,4da13381,女,6,33,6734.0,6734.0,"['LANCOME', 'soho', '兰芝柜']",冬季,5
287,e44e08da,男,826,27,300.0,300.0,['Dior'],秋季,1
288,bb682430,女,4388,37,2894.0,2894.0,"['LANCOME', '玩点名堂', 'APM']",冬季,5
289,f6e656ab,女,656,41,14643.0,14642.3,"['YSL', 'BOBBI BROWN', 'N.PAIA']",夏季,5
290,0bd69eab,女,423,35,3680.0,3680.0,['HUGO BOSS柜'],冬季,1
291,79a99646,女,1660,41,833.0,833.0,['mia mia'],夏季,1
292,01b039ff,女,1573,32,18970.0,18970.0,"['LANCOME', '兰蔻柜']",冬季,7
293,d86c1abe,女,2318,50,2002.54,10017.0,['六福柜'],春季,2
294,308949c4,女,805,36,1512.0,1512.0,['DOHO柜'],春季,1
295,cf19f4da,女,1343,34,1070.0,1070.0,['科颜氏柜'],春季,1
296,edddad1e,男,656,54,14045.0,14045.0,"['罗卡芙', '梦娣亚 柜', '双立人柜']",夏季,3
297,fe860770,女,2076,29,27935.0,30094.4,"['娇兰柜', 'MaxMara 柜', 'GUERLAIN']",春季,10
298,ab601638,女,935,24,3012.0,3012.0,"['CANUDILO柜', 'ROBERTA柜']",夏季,2
299,e60b156f,女,3805,54,22411.0,23819.0,"['LA FEE', 'override 柜', '圣罗兰柜']",冬季,8
300,325dc18b,女,4336,38,2010.0,2010.0,"['兰蔻柜', '雅诗兰黛柜', '香奈儿柜']",春季,2
301,308a55b7,女,155,62,19264.0,19264.0,"['CLEAR LUCERNE', '朗姿柜', 'AutaSon']",夏季,5
302,b36e2b1d,女,750,37,980.0,13581.800000000001,"['Fancl柜', 'Jurlique']",夏季,5
303,e067c212,女,942,31,3677.0,3677.0,"['Ecco柜', '圣枷步柜']",夏季,2
304,bbc5f9a9,女,1854,45,5895.0,4350.0,"['LANCOME', '雅诗兰黛ESTEE LAUDER']",春季,4
305,78cd46c5,女,998,44,17589.0,22669.0,"['Tharsday Island', 'LEE童装 柜', 'VME柜']",冬季,8
306,90947ff2,女,23,42,15349.0,19941.999999999996,"['雅诗兰黛ESTEE LAUDER', 'Dior']",秋季,9
307,bf28be9e,女,1093,34,2848.0,5412.0,"['周大福柜', 'ASH 柜']",秋季,2
308,04d6e46f,男,777,10,414.0,24374.7,"['SK-II', '香水 柜', 'OHUI/后']",春季,10
309,fc5b56e3,男,436,51,52864.0,55962.50000000001,"['迈雅(*)', 'CLEAR LUCERNE', 'ICICLE 柜']",春季,16
310,c67f5af8,男,1579,32,2780.0,2780.0,['娇韵诗柜'],春季,2
311,704fd362,女,5,47,2077.0,4441.780000000001,"['松下柜', 'LEONARDO', 'WMF 柜']",秋季,3
312,0d9ddeae,女,2505,52,2160.0,2160.0,['LANCOME'],夏季,1
313,e7f237f3,女,277,27,300.0,300.0,['Dior'],春季,1
314,7eb9beab,女,2159,49,1060.0,1060.0,"['碧欧泉柜', '欧舒丹柜']",春季,1
315,10d48c7d,男,2259,32,84831.0,84831.0,"['iblues柜', 'MAX&CO柜', 'P-PLUS 柜']",夏季,13
316,44b4f918,女,660,53,2911.0,2911.0,['VICUTU'],夏季,2
317,494df0a6,男,1365,30,1648.0,1648.0,['VICUTU'],秋季,1
318,808f00eb,女,40,33,3388.0,3388.5,"['新合音集合柜', 'LANCOME']",秋季,1
319,04bff22f,女,1949,41,1080.0,1080.0,['雅诗兰黛ESTEE LAUDER'],夏季,1
320,1af63393,女,822,45,2190.0,2190.0,['雅诗兰黛ESTEE LAUDER'],夏季,1
321,6ef3f746,女,2203,63,580.0,580.0,['嘉宝柜'],夏季,1
322,a24213b6,女,1380,43,0.0,3528.0,['LANCOME'],夏季,2
323,076b948a,女,41,35,11210.0,11209.5,['COACH 柜'],秋季,1
324,0093a238,女,970,30,11910.0,12190.0,"['Dior', 'CHANEL', '吉弗雷 柜']",冬季,3
325,980321a6,女,4455,43,6803.0,6803.0,"['CAMKIDS', 'SHEFL(女装）', 'GORNIA柜']",冬季,4
326,ec77cc57,女,2969,40,221.0,221.0,['膳魔师柜'],夏季,1
327,49e00a9b,男,1281,28,5863.0,5863.0,"['朗姿柜', 'CAGLI WASH 柜', '林宝坚尼 柜']",冬季,2
328,319d98f0,女,2377,49,1376.0,1376.1,['例外（4F女装）'],春季,1
329,b5998ed3,女,4714,37,18012.0,19709.76,"['暇步士柜（童装）', '希思黎柜', '小笑牛柜']",夏季,11
330,e48cafa1,男,448,48,12830.0,32772.4,"['JNBY', '谢瑞麟柜', 'Fancl柜']",秋季,4
331,df4e9be3,女,887,44,26259.0,36938.9,"['COACH 柜', 'GORNIA柜', ""科颜氏(Kiehl's)""]",夏季,18
332,888bdbd3,女,1718,44,8228.0,8328.0,['植村秀柜'],冬季,2
333,2c3d0cf8,女,303,37,28.0,1413.0,"['Rime', 'VICUTU']",春季,2
334,daff6cc0,女,1140,51,0.0,15600.7,"['兰芝柜', '赫莲娜(HR)']",春季,3
335,31b34b62,女,43,49,14616.0,14616.0,['CANUDILO柜'],秋季,3
336,1c7850a5,女,1240,30,1080.0,1080.0,['雅诗兰黛ESTEE LAUDER'],秋季,1
337,978a4273,女,692,28,60050.0,78830.4,"['CHANEL', 'VME柜', '六福柜']",秋季,21
338,43458b9e,女,2953,54,19878.0,23306.6,"['碧欧泉柜', 'WHAT FOR柜', 'BIOTHERM']",春季,10
339,4ba8a357,男,1191,44,52635.0,62635.0,"['雅格名鞋廊', 'JUSLA', 'AutaSon']",秋季,13
340,9e4cd8ed,女,1513,43,229.0,229.0,['PAW IN PAW'],春季,1
341,cbe3c838,女,1744,36,0.0,5458.5,['LANCOME'],春季,1
342,806963ae,男,1060,59,31.0,3072.0,['周大福柜'],冬季,1
343,f3a42c6b,女,876,46,63104.0,80899.2,"['CLINIQUE', '芭比波朗(BOBBI BROWN', '虎牌']",冬季,21
344,5f0b166d,女,2926,53,7470.0,7470.0,"['VICUTU', 'Lonino Lamborghini', 'Dior']",秋季,7
345,aa440e23,女,2033,46,4492.0,4492.0,['KODICE'],冬季,2
346,9a6f3321,女,1385,28,810.0,810.0,['科颜氏柜'],春季,1
347,85898b51,女,3283,61,0.0,13269.0,"['ZUCZUG', '素然柜', 'Tharsday Island']",冬季,6
348,d3c5eedf,女,648,58,50.0,390.0,['莱珀妮(La Prairie)'],春季,1
349,b77710a2,女,2136,54,15188.0,30322.9,"['Calvin Klein Jeans柜', 'WHAT FOR柜', '奥得臣(AutaSon)']",春季,14
350,6b1d5e32,女,2209,51,2183.0,2183.0,"['Juicy Couture', 'ARMANI COLLEZIONI', 'VME柜']",夏季,4
351,27431f3b,女,1578,29,4465.0,4465.0,"['植村秀(Shu Uemura)', ""科颜氏(Kiehl's)"", '茱莉蔻 柜']",春季,9
352,b59ff6e6,女,1676,29,6371.0,6371.8,"['JORYA', 'BOBBI BROWN', '欧舒丹柜']",秋季,2
353,daab72a4,女,378,49,7957.0,10955.0,"['LANCOME', '兰芝柜', '兰蔻柜']",冬季,5
354,31b0870a,女,992,38,99.0,99.0,['HAILIVES柜'],春季,1
355,749126cd,女,679,25,1510.0,1510.0,"['Dior', 'CHANEL']",秋季,2
356,ab36cdda,男,1097,51,4844.0,4844.0,['雅格名鞋廊'],冬季,1
357,412470c8,女,2376,27,1044.0,1809.0,['阿玛尼GIORGIO ARMANI'],秋季,2
358,44593cc9,女,924,44,2750.0,2750.0,['雅诗兰黛(ESTEE LAUDE'],夏季,1
359,60f4bcdf,男,3052,36,1566.0,1566.0,"['OHUI/后', 'CHANEL', 'bebelux']",秋季,3
360,c84f0a0a,女,390,64,570.0,570.0,['Dior'],冬季,1
361,ebc97806,女,1957,45,2736.0,2736.0,"[""SHE'S"", '万宝龙柜(综合转男装)']",春季,2
362,8f3f5981,男,2021,33,4012.7000000000003,5630.1,"['soho', 'soho柜']",冬季,8
363,c5a7cd0b,女,956,46,520.0,520.0,['兰蔻(LANCOME)'],春季,1
364,71dfaf7a,男,2042,39,4349.0,4349.0,"['LANCOME', 'OHUI/后', '暇步士柜（童装）']",春季,3
365,cde7088c,女,1205,37,15832.0,15832.0,"['兰芝柜', '雅诗兰黛ESTEE LAUDER']",春季,4
366,c150315c,女,997,26,320.0,320.0,['CHANEL'],春季,1
367,c211d15d,女,250,26,19912.0,23801.5,"['nisiss', 'M.TSUBOMI柜']",秋季,11
368,64e597e8,女,815,43,14641.0,18852.5,"['兰芝柜', 'CLINIQUE', '雅诗兰黛ESTEE LAUDER']",秋季,10
369,8c2e1586,女,2066,56,2038.0,2038.0,"['同仁堂 农柜', '欧莱雅柜', '利快柜']",冬季,4
370,0aafbb0e,女,1366,31,2555.0,2555.0,['coach 柜'],秋季,2
371,ecdd3c46,女,1838,38,15851.0,15851.0,"['DIAMOND DAZZLE', 'BNX 柜', 'Shu Uemura']",夏季,7
372,4607f7a5,女,1026,36,6900.0,6900.0,['莱珀妮 柜'],春季,1
373,febad7d4,女,1095,49,9881.0,5558.0,"['欧莱雅柜', 'Jurlique', '茱莉蔻 柜']",冬季,4
374,39a48b67,女,1550,30,8256.0,9356.0,"['莱尔斯丹柜', 'MEAGHEAL', '施华洛世奇柜']",春季,4
375,92189a40,男,11,34,1674.0,1674.0,"['兰芝柜', 'CHANEL', 'TOP柜']",夏季,2
376,b2ecb4d8,女,728,50,38627.0,41105.7,"['PORTS', 'LA MER', 'CHANEL']",春季,18
377,607bd6fb,女,33,41,29280.0,29280.0,"['CANALI柜', 'LUKA DILONG']",冬季,2
378,fd791b44,女,1704,46,26187.0,44846.4,"['ICICLE', '素然柜', 'ZUCZUG']",春季,15
379,079baa25,男,1440,30,1887.0,1887.0,"['PAW IN PAW BABY', '莱尔斯丹（新）', '斯乃纳童鞋']",秋季,3
380,3e4ee8c7,女,1210,30,0.0,2939.0,['周大福柜'],夏季,1
381,40d04b5b,女,2900,57,2575.0,2575.0,"['植村秀柜', '帕翠亚', '兰蔻柜']",冬季,2
382,86ff1c26,女,4725,54,14694.0,14694.0,['SHEFL(皮革)'],秋季,1
383,f05d6769,女,462,31,21730.0,38975.0,"['LA MER', 'CLARINS', 'OBBLIGATO']",春季,11
384,4bacf4f0,女,1108,43,660.0,660.0,['欧莱雅柜'],夏季,1
385,6c20674e,女,38,28,2204.0,2204.0,"['Lonino Lamborghini', 'Dior']",秋季,1
386,3cddbac7,女,259,36,22327.0,36237.12,"['LIME', '圣罗兰柜', '宝岛眼镜']",春季,9
387,55afd337,女,2893,50,14730.0,11844.0,"['兰芝柜', '双立人柜', 'CERRUTI 1881 柜']",冬季,6
388,11ee9cd2,女,72,31,830.0,830.0,['APM'],夏季,1
389,d81e0b5e,女,135,54,11111.0,11111.0,['罗莱柜'],夏季,1
390,34c01903,女,3110,49,1270.0,1270.0,['雅诗兰黛ESTEE LAUDER'],夏季,1
391,ce866f64,女,1688,40,27871.0,58641.0,"['COACH 柜', '茜子柜', 'VME柜']",春季,16
392,fb680577,女,1366,28,320.0,320.0,['CHANEL'],秋季,1
393,3602d373,女,965,41,89048.0,121304.0,"['CHANEL', '阿玛尼GIORGIO ARMANI', 'HR 赫莲娜']",冬季,12
394,aff91e4c,女,58,43,5146.0,6146.0,"['Sisley', '比华利.保罗 柜', 'YSL']",冬季,4
395,2bfca0a6,男,3210,37,849.0,1048.5,['LANCOME'],秋季,1
396,3e962461,男,1044,25,1570.0,1570.0,['迪奥柜'],冬季,1
397,cbca5d4e,女,1932,28,30665.0,31755.0,"['娇韵诗柜', '贝贝摩登', 'ARMANI COLLEZIONI']",春季,11
398,b1c0818f,女,12,28,2293.0,2293.0,['潘多拉(PANDORA)'],冬季,1
399,ea3a4c0d,女,905,54,3780.0,3780.0,['康宁柜'],夏季,1
400,a9985e99,女,1652,40,0.0,6297.48,['Folli Follie'],春季,1
401,12bf837b,女,2419,39,11652.0,11652.000000000002,"['雅诗兰黛柜', ""SHE'S"", 'PANDORA柜']",夏季,12
402,81eb9bef,女,3257,57,4368.0,4368.0,['III VIVINIKO'],秋季,1
403,e8b9401b,男,1991,56,56882.0,56881.4,"['CERRUTI 1881 柜', 'BIOTHERM', 'Ecco柜']",冬季,14
404,8e7fa86a,女,1077,38,6935.0,6935.0,"['CLARINS', 'AUPRES', 'CHANEL']",冬季,5
405,49096af6,女,13,27,990.0,990.0,['施华洛世奇柜'],冬季,1
406,61b46bef,女,1924,62,1984.0,1984.0,['YARLOKS（女鞋)'],春季,1
407,41f7f10f,女,1315,40,1370.0,1370.0,['KID BLUE 柜'],春季,1
408,e1ff653c,女,607,29,18919.0,21899.8,"['IMMOBILE', ""科颜氏(Kiehl's)"", 'Shu Uemura']",夏季,7
409,e15e5a18,女,1910,39,2050.0,2050.0,['迪奥(Dior)'],春季,1
410,44b8446e,女,3169,65,2380.0,2380.0,['欧珀莱柜'],春季,1
411,3b678d96,男,562,46,87383.0,184118.30000000002,"['LAMPO', 'bebelux', 'Scofield']",秋季,21
412,41ca14ce,女,1940,46,6485.0,6485.0,"['YSL', '香奈儿(CHANEL)', '碧欧泉柜']",冬季,5
413,7a0d12f1,女,2033,48,0.0,3624.0,['六福柜'],冬季,1
414,f043ff66,女,1413,36,8430.0,8430.0,"['LIME', 'Shu Uemura']",冬季,2
415,acc6f5f7,男,1055,30,9080.0,4540.0,['万宝龙柜(综合转男装)'],冬季,1
416,84eaef45,女,374,32,13239.0,14023.0,"['EP', '雅诗兰黛ESTEE LAUDER', 'PAW IN PAW']",秋季,9
417,81dac59c,女,2820,55,9082.0,9082.0,"['欧舒丹柜', 'CAGLIWASH', '朗姿柜']",夏季,3
418,1e43485e,女,1883,45,18490.0,19336.0,"['同仁堂柜', '兰芝柜', 'GUERLAIN']",春季,18
419,ec24b171,女,947,29,4781.0,7016.0,"['BIOTHERM', '欧莱雅柜', 'PAW IN PAW BABY']",夏季,8
420,30e61f3c,女,3172,32,13259.0,13259.0,"['PAW IN PAW BABY', 'PAW IN PAW', 'Fancl柜']",春季,14
421,a3891f02,女,720,30,67610.0,68355.3,"['雅诗兰黛ESTEE LAUDER', 'SK-II', 'CHANEL']",夏季,19
422,d07e6b45,女,921,22,100.0,1100.0,['施华洛世奇柜'],夏季,1
423,b34ba5ef,女,647,43,7919.0,35887.0,"['瑞士钟表柜', '妙丽']",春季,2
424,3bc00e3b,女,3312,42,1560.0,1560.0,['阿玛尼GIORGIO ARMANI'],春季,2
425,4773173e,女,3224,46,2920.0,2920.0,"['COACH 柜', 'VME柜']",春季,2
426,ba2c9f93,女,1755,48,167946.0,180032.16,"['兰芝柜', 'EK', 'TOP柜']",秋季,68
427,5b1340e5,女,1161,43,198.0,5198.0,"[""科颜氏(Kiehl's)"", '雅诗兰黛ESTEE LAUDER', 'MARJA KURKI']",夏季,3
428,44a32bf2,女,818,38,2232.0,2232.0,"['SK-II', 'GUERLAIN', '雅诗兰黛ESTEE LAUDER']",秋季,1
429,0c1f2beb,女,2056,54,3885.0,24754.7,"['雅诗兰黛ESTEE LAUDER', '雅诗兰黛柜']",夏季,8
430,a3087e11,女,366,31,2060.0,2060.0,[],冬季,1
431,588206a5,女,3185,45,4507.0,7329.4,"['CLARINS', 'P-PLUS 柜', 'HEYIN集合柜']",秋季,3
432,1f512e1c,女,1125,34,8045.0,12339.400000000001,"['香奈儿柜', 'LANCOME', '兰蔻柜']",春季,7
433,9bf2bdc2,女,3301,50,15377.0,13769.0,"['双立人柜', 'IMMOBILE', 'BALDASSARI柜']",春季,6
434,c316a593,女,3995,64,0.0,1656.0,"['GUERLAIN', 'YSL', 'Shu Uemura']",夏季,2
435,44e121a6,女,3494,44,4278.0,21452.0,['傲胜柜'],春季,3
436,49ae353c,女,4749,45,2689.0,2689.0,"['APM', '斯凯奇  柜']",冬季,2
437,8f130a0a,女,2541,50,5790.0,5790.0,['雅诗兰黛ESTEE LAUDER'],冬季,2
438,79838c79,男,973,52,0.0,3463.2,"['膳魔师柜', '雅格名鞋廊']",春季,1
439,52a4b3ac,女,965,62,362.0,362.0,['多样屋柜'],春季,1
440,f85a8314,女,3037,62,3546.0,3546.0,"['Aimer', 'III VIVINIKO']",夏季,1
441,1a1e5e7c,男,1182,30,2620.0,2620.0,"['COACH 柜', 'CHANEL']",秋季,2
442,31d449be,女,3225,37,5375.0,5375.0,"['罗莱柜', 'soho柜']",夏季,2
443,61233db9,女,346,28,16018.0,16018.0,"['LANCOME', 'Dior', 'BOBBI BROWN']",夏季,14
444,5ea2d2f0,女,1254,21,1190.0,1190.0,['雅诗兰黛柜'],冬季,1
445,1348c53f,女,1631,37,3338.0,3338.0,"['圣罗兰柜', '雅诗兰黛柜', 'OXETTE柜']",冬季,2
446,73c93264,女,1309,38,1294.0,1294.0,['PANDORA柜'],秋季,1
447,5ec41f36,女,5011,41,6936.0,6936.0,"['OHUI/后', 'ROOKIE', '嘉宝柜']",春季,6
448,1843a5ba,女,409,24,79780.0,80589.18,"['MARYLING', 'Juicy Couture', 'HEYIN集合柜']",冬季,21
449,dabdaf86,女,736,45,17477.0,23479.54,"[""科颜氏(Kiehl's)"", '兰芝柜', 'LIU JO 柜']",夏季,17
450,e1ab616e,女,3205,46,21802.0,23730.0,"['ROOKIE', 'Embry Form(4F)', 'NAERSILING']",春季,11
451,de90083d,女,60,25,15315.0,17475.0,"['Shu Uemura', 'CLINIQUE', 'CLARINS']",春季,15
452,dced8e6b,女,421,45,110248.0,126660.49999999999,"['CLEAR LUCERNE', 'CANUDILO柜', 'CHANEL']",春季,32
453,c35aab6d,男,932,38,1220.0,1220.0,['迪奥(Dior)'],夏季,1
454,162731b7,男,130,31,118415.0,153180.30000000002,"['KODICE', 'Dior', 'ladanum&myteno']",秋季,28
455,98f177e3,女,422,44,197185.0,250520.55,"['PORTS', 'JORYA', 'bebelux']",秋季,47
456,a108fb30,女,370,45,9688.0,10187.4,"['INSUN', 'JuicyCouture柜', '例外（4F女装）']",冬季,4
457,3d40be3c,女,2864,38,2844.0,2844.0,"['圣枷步柜', 'HUGO BOSS柜']",夏季,2
458,9f448092,女,4681,45,27371.0,32570.0,"['罗莱柜', '欧舒丹柜', '贝贝摩登']",春季,17
459,65d35262,女,806,55,5364.0,5364.0,['KODICE'],春季,1
460,e5fc71a2,男,3168,41,19049.98,19050.0,['LAMPO'],春季,4
461,a93e5fb9,女,2350,46,3080.0,3080.0,"['兰蔻柜', '雅诗兰黛柜']",冬季,2
462,ce1131cc,男,893,33,4778.0,9890.0,"['瑞士钟表柜', '施华洛世奇柜']",夏季,2
463,ab129209,女,878,29,450.0,450.0,['OHUI/后'],夏季,1
464,5dc3528e,男,2007,42,10315.0,10945.0,['雅诗兰黛ESTEE LAUDER'],夏季,5
465,6fd7520d,男,2985,56,5328.0,5328.0,['CANUDILO柜'],秋季,1
466,29a3b238,女,1481,29,600.0,600.0,['GUERLAIN'],冬季,1
467,8441fb7e,女,385,42,7858.0,7858.0,"['OHUI/后', '潘多拉(PANDORA)', 'ROOKIE']",冬季,4
468,b2cc2ca8,女,4931,44,3516.0,3516.0,"['OHUI/后', ""科颜氏(Kiehl's)"", 'BOBBI BROWN']",春季,6
469,29da6f6c,女,894,32,1638.0,1638.0,"['LUNA柜', '莎莎苏 柜']",夏季,2
470,999eb514,女,1357,45,6080.0,7549.02,"['嘉宝柜', 'pikolinos', 'AS 柜']",春季,4
471,0153dd53,女,24,24,2220.0,2220.0,['CHANEL'],冬季,1
472,39955c45,女,1263,29,7338.0,7338.0,"['芭比波朗柜', '莎莎苏 柜']",冬季,2
473,0bf7a998,女,2580,54,63305.990000000005,63306.2,"['LANCOME', '嘉宝柜', '利快柜']",春季,32
474,42f3cd14,女,1816,44,3945.0,6973.0,"['P-PLUS 柜', '六福柜', '同仁堂柜']",夏季,2
475,8a0ce9db,男,744,35,2092.0,2092.0,['潘多拉(PANDORA)'],春季,1
476,46a41cbb,女,3098,51,0.0,2237.0,['雅氏 柜'],冬季,1
477,9e89813f,女,1924,44,5773.0,16271.24,"['BOBBI BROWN', 'wacoal柜', ""科颜氏(Kiehl's)""]",春季,6
478,df3b6f27,女,1188,24,0.0,1224.0,['CHANEL'],夏季,1
479,342f7ec8,女,1482,40,623.0,2621.0,"['Dior', 'mia mia']",夏季,2
480,2e2afef1,女,1089,40,117518.0,123098.9,"['DIAMOND DAZZLE', 'DAZZLE DIANMOND柜', 'ENWEIS']",春季,17
481,acdf0f32,女,1510,60,640.0,640.0,['Dior'],夏季,1
482,849f4fd8,男,653,29,5596.0,5596.0,['GIVENCHY 柜'],春季,1
483,4b5f6acd,女,679,33,140634.0,152921.2,"['莱珀妮(La Prairie)', 'LA MER', 'Dior']",春季,29
484,88ef2b81,男,1797,29,0.0,32948.0,['沙驰'],春季,2
485,be403044,女,2303,32,3030.0,3030.0,['雅诗兰黛ESTEE LAUDER'],冬季,1
486,5b80fc26,女,889,50,55463.0,55463.0,"['LAMPO', '阿玛尼GIORGIO ARMANI', 'TOP柜']",秋季,19
487,bb8f4c39,女,3275,52,2637.0,6987.0,"['谢瑞麟柜', '雅诗兰黛柜', '香水 柜']",冬季,2
488,f9b72bb8,女,765,52,4944.0,7024.0,"[""SHE'S"", '嘉里奥', 'APM']",春季,4
489,7e4ba15d,女,55,32,17287.0,19865.0,"['速塑', 'Shu Uemura', 'DISSONA']",秋季,12
490,7b4e1bd7,女,2939,36,3374.0,2575.0,"['TOP柜', 'Triumph']",夏季,3
491,042bb187,女,871,60,295.0,295.0,['江南布衣柜（童装）'],夏季,1
492,0b9203df,女,1049,47,10.0,96050.0,['CARTIER 柜'],夏季,1
493,822b51f9,女,3127,38,559.0,559.0,['LEE童装 柜'],冬季,1
494,41d97b3b,女,36,33,6470.0,6470.0,['雅诗兰黛ESTEE LAUDER'],秋季,2
495,6ccd02ff,女,2442,53,3965.0,3965.0,"['雅诗兰黛ESTEE LAUDER', 'CAGLIWASH']",春季,2
496,17776a73,女,4785,47,10151.0,18195.0,"['欧舒丹柜', 'ZUCZUG', 'Embry Form(4F)']",冬季,7
497,857c577d,男,1031,32,4682.0,4682.0,"['Ecco柜', 'ELLE男包专柜', 'GORNIA柜']",春季,3
498,910b97e6,女,946,26,7280.0,7280.0,"['香奈儿(CHANEL)', 'CHANEL', '海蓝之谜(LA MER)']",夏季,3
499,4e39b084,女,2162,61,7056.0,13510.6,"['欧舒丹柜', ""科颜氏(Kiehl's)"", '飞利浦 柜']",夏季,6
500,e78d1b88,男,770,35,5022.0,5022.0,['GIVENCHY 柜'],春季,1
501,60c8bf0a,女,3017,43,19.0,1880.0,['周大福柜'],春季,1
502,16b21d50,女,1769,31,8488.0,22001.82,"['阿玛尼GIORGIO ARMANI', '乔治.阿玛尼', '乔治.阿玛尼(GIORGIO']",春季,13
503,59a06eee,女,2763,35,8078.0,11678.0,"['LANCOME', '兰蔻(LANCOME)', 'ROOKIE']",春季,5
504,9a035fae,女,1685,51,61299.0,61516.100000000006,"['KENT&CURWEN柜', 'AUM（女装）', 'Koradior']",秋季,17
505,8a1ba3e5,女,1119,47,27254.0,27254.0,"['CANUDILO柜', 'ZUCZUG', 'M.TSUBOMI柜']",冬季,6
506,6aeab639,女,2906,55,14003.0,14003.0,"['Dior', 'ENWEIS', 'ladanum&myteno']",夏季,7
507,1260dc48,女,2543,54,3829.0,4524.0,"['兰芝柜', '雅诗兰黛ESTEE LAUDER', '欧莱雅柜']",秋季,5
508,f03f3e23,男,3148,48,0.0,7527.599999999999,['MISS & MISS 柜'],春季,1
509,ebcb39de,女,2648,39,2068.0,12576.0,"['BIOTHERM', '周大福柜']",冬季,3
510,67de9fb2,女,887,36,24711.0,27160.71,"['OHUI/后', '六福柜', 'EK']",春季,5
511,d1e69619,女,1094,30,2460.0,2460.0,"['植村秀柜', '科颜氏柜']",冬季,2
512,f12fc8d7,女,1031,27,730.0,730.0,['倩碧柜'],春季,1
513,2dae2e82,女,2786,41,1264.0,1264.0,['LaVico'],春季,1
514,deb6708c,男,134,43,1486.0,1486.0,['潘多拉(PANDORA)'],夏季,1
515,456d6f91,女,1098,48,23.0,590.0,['香水 柜'],冬季,1
516,576ee4f2,女,841,24,1710.0,1710.0,['雅诗兰黛ESTEE LAUDER'],秋季,1
517,e38cbd5c,女,2195,37,3504.0,5013.2,"['Fancl柜', '兰芝柜', '英乐士']",冬季,5
518,26a9a246,女,1260,30,15790.0,11729.0,"['CHANEL', '松下柜', 'COACH 柜']",春季,5
519,556887bf,女,1244,28,12943.0,13043.0,"['Wacoal', '小笑牛柜', '植村秀柜']",春季,10
520,f70708c4,女,152,45,3075.0,3604.2999999999997,['比华利.保罗 柜'],秋季,3
521,0e804cfa,女,837,37,1782.0,8910.0,['瑞士钟表柜'],夏季,1
522,9fb0b31d,男,3211,49,5990.0,5990.0,['DAZZLE DIANMOND柜'],冬季,1
523,3be52154,女,2571,43,6985.0,6985.0,['coach 柜'],冬季,1
524,96d8ef69,女,884,46,54890.0,61505.1,"['LIU JO 柜', 'Aimer', 'KODICE']",秋季,18
